Date,State,TotalSamples,Positive
10-02-2021,Chandigarh,228973,
11-02-2021,Chandigarh,230418,
12-02-2021,Chandigarh,231652,
13-02-2021,Chandigarh,233067,
14-02-2021,Chandigarh,234069,
15-02-2021,Chandigarh,235303,
16-02-2021,Chandigarh,236728,
17-02-2021,Chandigarh,238048,
18-02-2021,Chandigarh,239648,
19-02-2021,Chandigarh,240935,
20-02-2021,Chandigarh,242302,
21-02-2021,Chandigarh,243429,
22-02-2021,Chandigarh,244956,
23-02-2021,Chandigarh,246706,
24-02-2021,Chandigarh,248384,
25-02-2021,Chandigarh,250130,
26-02-2021,Chandigarh,252022,
27-02-2021,Chandigarh,253339,
28-02-2021,Chandigarh,254433,
01-03-2021,Chandigarh,256362,
02-03-2021,Chandigarh,258184,
03-03-2021,Chandigarh,259793,
04-03-2021,Chandigarh,261609,
05-03-2021,Chandigarh,263410,
06-03-2021,Chandigarh,265479,
07-03-2021,Chandigarh,266685,
08-03-2021,Chandigarh,268392,
09-03-2021,Chandigarh,270350,
10-03-2021,Chandigarh,272059,
11-03-2021,Chandigarh,273400,
12-03-2021,Chandigarh,274991,
13-03-2021,Chandigarh,276905,
14-03-2021,Chandigarh,278390,
15-03-2021,Chandigarh,280183,
16-03-2021,Chandigarh,282157,
17-03-2021,Chandigarh,284386,
18-03-2021,Chandigarh,286187,
19-03-2021,Chandigarh,287941,
20-03-2021,Chandigarh,289955,
21-03-2021,Chandigarh,292183,
22-03-2021,Chandigarh,294023,
23-03-2021,Chandigarh,296079,
24-03-2021,Chandigarh,298087,
25-03-2021,Chandigarh,300105,
26-03-2021,Chandigarh,302049,
27-03-2021,Chandigarh,303963,
28-03-2021,Chandigarh,306217,
29-03-2021,Chandigarh,308086,
30-03-2021,Chandigarh,309840,
31-03-2021,Chandigarh,311905,
01-04-2021,Chandigarh,313935,
02-04-2021,Chandigarh,316037,
03-04-2021,Chandigarh,318451,
04-04-2021,Chandigarh,321189,
05-04-2021,Chandigarh,323293,
06-04-2021,Chandigarh,325654,
07-04-2021,Chandigarh,328766,
08-04-2021,Chandigarh,331288,
09-04-2021,Chandigarh,334548,
10-04-2021,Chandigarh,337663,
11-04-2021,Chandigarh,340849,
12-04-2021,Chandigarh,343981,
13-04-2021,Chandigarh,346766,
14-04-2021,Chandigarh,349851,
15-04-2021,Chandigarh,352815,
16-04-2021,Chandigarh,355840,
17-04-2021,Chandigarh,358856,
18-04-2021,Chandigarh,362406,
19-04-2021,Chandigarh,365412,
20-04-2021,Chandigarh,368438,
21-04-2021,Chandigarh,371408,
22-04-2021,Chandigarh,374392,
23-04-2021,Chandigarh,378454,
24-04-2021,Chandigarh,382125,
25-04-2021,Chandigarh,385925,
26-04-2021,Chandigarh,389827,
27-04-2021,Chandigarh,394029,
28-04-2021,Chandigarh,397590,
29-04-2021,Chandigarh,401411,
30-04-2021,Chandigarh,404615,
01-05-2021,Chandigarh,408487,
02-05-2021,Chandigarh,412497,
03-05-2021,Chandigarh,416408,
04-05-2021,Chandigarh,419601,
05-05-2021,Chandigarh,423313,
06-05-2021,Chandigarh,426227,
07-05-2021,Chandigarh,430125,
08-05-2021,Chandigarh,433928,
09-05-2021,Chandigarh,437869,
10-05-2021,Chandigarh,441625,
11-05-2021,Chandigarh,444454,
12-05-2021,Chandigarh,447896,
13-05-2021,Chandigarh,451453,
14-05-2021,Chandigarh,454814,
15-05-2021,Chandigarh,458231,
16-05-2021,Chandigarh,461826,
17-05-2021,Chandigarh,465181,
18-05-2021,Chandigarh,468017,
19-05-2021,Chandigarh,470962,
20-05-2021,Chandigarh,474170,
21-05-2021,Chandigarh,477484,
22-05-2021,Chandigarh,481446,
23-05-2021,Chandigarh,485087,
24-05-2021,Chandigarh,488182,
25-05-2021,Chandigarh,491148,
26-05-2021,Chandigarh,493948,
27-05-2021,Chandigarh,496588,
28-05-2021,Chandigarh,499561,
29-05-2021,Chandigarh,502637,
30-05-2021,Chandigarh,505899,
31-05-2021,Chandigarh,508469,
01-06-2021,Chandigarh,510724,
02-06-2021,Chandigarh,513554,
03-06-2021,Chandigarh,516329,
04-06-2021,Chandigarh,518931,
05-06-2021,Chandigarh,521716,
06-06-2021,Chandigarh,523880,
07-06-2021,Chandigarh,525544,
08-06-2021,Chandigarh,528002,
09-06-2021,Chandigarh,530483,
10-06-2021,Chandigarh,533043,
11-06-2021,Chandigarh,535174,
12-06-2021,Chandigarh,537582,
13-06-2021,Chandigarh,539353,
14-06-2021,Chandigarh,540918,
15-06-2021,Chandigarh,542526,
16-06-2021,Chandigarh,544309,
17-06-2021,Chandigarh,546381,
18-06-2021,Chandigarh,548086,
19-06-2021,Chandigarh,549803,
20-06-2021,Chandigarh,551578,
21-06-2021,Chandigarh,552751,
22-06-2021,Chandigarh,554164,
23-06-2021,Chandigarh,555785,
24-06-2021,Chandigarh,557472,
25-06-2021,Chandigarh,559491,
26-06-2021,Chandigarh,561064,
27-06-2021,Chandigarh,562427,
28-06-2021,Chandigarh,564021,
29-06-2021,Chandigarh,565421,
30-06-2021,Chandigarh,567172,
01-07-2021,Chandigarh,568854,
02-07-2021,Chandigarh,570537,
03-07-2021,Chandigarh,572187,
04-07-2021,Chandigarh,573440,
05-07-2021,Chandigarh,574942,
06-07-2021,Chandigarh,576457,
02-04-2020,Chhattisgarh,1232,9
10-04-2020,Chhattisgarh,3473,18
11-04-2020,Chhattisgarh,3858,18
12-04-2020,Chhattisgarh,3945,31
13-04-2020,Chhattisgarh,4377,31
14-04-2020,Chhattisgarh,4812,33
15-04-2020,Chhattisgarh,5122,33
16-04-2020,Chhattisgarh,5519,33
17-04-2020,Chhattisgarh,5776,36
18-04-2020,Chhattisgarh,5776,36
19-04-2020,Chhattisgarh,6675,36
20-04-2020,Chhattisgarh,7601,36
21-04-2020,Chhattisgarh,8272,36
22-04-2020,Chhattisgarh,9220,36
23-04-2020,Chhattisgarh,10346,36
24-04-2020,Chhattisgarh,11386,36
25-04-2020,Chhattisgarh,12596,37
26-04-2020,Chhattisgarh,13786,37
27-04-2020,Chhattisgarh,14987,37
28-04-2020,Chhattisgarh,15737,38
29-04-2020,Chhattisgarh,16546,38
30-04-2020,Chhattisgarh,17541,40
01-05-2020,Chhattisgarh,18039,43
03-05-2020,Chhattisgarh,19902,57
05-05-2020,Chhattisgarh,21323,58
06-05-2020,Chhattisgarh,22188,59
08-05-2020,Chhattisgarh,23629,59
09-05-2020,Chhattisgarh,24506,59
10-05-2020,Chhattisgarh,25282,59
12-05-2020,Chhattisgarh,27339,59
13-05-2020,Chhattisgarh,28837,59
14-05-2020,Chhattisgarh,29697,59
15-05-2020,Chhattisgarh,31341,66
16-05-2020,Chhattisgarh,32678,67
18-05-2020,Chhattisgarh,36606,93
19-05-2020,Chhattisgarh,39010,100
21-05-2020,Chhattisgarh,45522,128
22-05-2020,Chhattisgarh,48116,172
23-05-2020,Chhattisgarh,49763,214
25-05-2020,Chhattisgarh,55022,292
26-05-2020,Chhattisgarh,57479,360
27-05-2020,Chhattisgarh,59320,364
28-05-2020,Chhattisgarh,61771,398
29-05-2020,Chhattisgarh,63992,415
30-05-2020,Chhattisgarh,66417,447
31-05-2020,Chhattisgarh,69152,492
01-06-2020,Chhattisgarh,70726,539
02-06-2020,Chhattisgarh,73198,556
03-06-2020,Chhattisgarh,76446,626
04-06-2020,Chhattisgarh,78971,756
05-06-2020,Chhattisgarh,81773,863
06-06-2020,Chhattisgarh,85346,923
07-06-2020,Chhattisgarh,88896,1073
08-06-2020,Chhattisgarh,92598,1160
09-06-2020,Chhattisgarh,93059,1211
10-06-2020,Chhattisgarh,94576,1262
11-06-2020,Chhattisgarh,96230,1398
12-06-2020,Chhattisgarh,98603,1429
13-06-2020,Chhattisgarh,101554,1512
14-06-2020,Chhattisgarh,103895,1549
15-06-2020,Chhattisgarh,107172,1715
16-06-2020,Chhattisgarh,110062,1784
17-06-2020,Chhattisgarh,113613,1864
18-06-2020,Chhattisgarh,116329,1946
19-06-2020,Chhattisgarh,120523,2018
20-06-2020,Chhattisgarh,123983,2076
21-06-2020,Chhattisgarh,126246,2273
22-06-2020,Chhattisgarh,129731,2302
23-06-2020,Chhattisgarh,133753,2356
24-06-2020,Chhattisgarh,137400,2419
25-06-2020,Chhattisgarh,142090,2456
26-06-2020,Chhattisgarh,144828,2545
27-06-2020,Chhattisgarh,152874,2602
28-06-2020,Chhattisgarh,154526,2694
29-06-2020,Chhattisgarh,156386,2761
30-06-2020,Chhattisgarh,160650,2858
01-07-2020,Chhattisgarh,163662,2940
02-07-2020,Chhattisgarh,166656,3013
03-07-2020,Chhattisgarh,177554,3065
04-07-2020,Chhattisgarh,179782,3133
05-07-2020,Chhattisgarh,182636,3207
06-07-2020,Chhattisgarh,185399,3305
07-07-2020,Chhattisgarh,189038,3415
08-07-2020,Chhattisgarh,191938,3491
09-07-2020,Chhattisgarh,196150,3679
10-07-2020,Chhattisgarh,200006,3806
11-07-2020,Chhattisgarh,204932,3897
12-07-2020,Chhattisgarh,209864,4081
13-07-2020,Chhattisgarh,213395,4265
14-07-2020,Chhattisgarh,217433,4379
15-07-2020,Chhattisgarh,222113,4556
16-07-2020,Chhattisgarh,225913,4754
17-07-2020,Chhattisgarh,232873,4976
18-07-2020,Chhattisgarh,238890,5246
19-07-2020,Chhattisgarh,244937,5407
20-07-2020,Chhattisgarh,250016,5598
21-07-2020,Chhattisgarh,254185,5731
22-07-2020,Chhattisgarh,260227,5968
23-07-2020,Chhattisgarh,268285,6254
24-07-2020,Chhattisgarh,274660,6731
25-07-2020,Chhattisgarh,280964,7087
26-07-2020,Chhattisgarh,286291,7489
27-07-2020,Chhattisgarh,292627,7863
28-07-2020,Chhattisgarh,297481,8257
29-07-2020,Chhattisgarh,302506,8515
30-07-2020,Chhattisgarh,310696,8775
31-07-2020,Chhattisgarh,316127,9086
01-08-2020,Chhattisgarh,323692,9385
02-08-2020,Chhattisgarh,331268,9608
03-08-2020,Chhattisgarh,334709,9800
04-08-2020,Chhattisgarh,340043,10109
05-08-2020,Chhattisgarh,345250,10407
06-08-2020,Chhattisgarh,352681,10932
07-08-2020,Chhattisgarh,359857,11328
08-08-2020,Chhattisgarh,366957,11743
09-08-2020,Chhattisgarh,371706,12148
10-08-2020,Chhattisgarh,381018,12502
11-08-2020,Chhattisgarh,388852,12938
12-08-2020,Chhattisgarh,394141,
13-08-2020,Chhattisgarh,402390,13960
14-08-2020,Chhattisgarh,409693,14481
15-08-2020,Chhattisgarh,414328,14987
16-08-2020,Chhattisgarh,419658,15471
17-08-2020,Chhattisgarh,427209,15993
18-08-2020,Chhattisgarh,436180,16726
19-08-2020,Chhattisgarh,445420,17485
20-08-2020,Chhattisgarh,455106,
21-08-2020,Chhattisgarh,468099,19459
22-08-2020,Chhattisgarh,477974,
23-08-2020,Chhattisgarh,483989,
24-08-2020,Chhattisgarh,494081,
25-08-2020,Chhattisgarh,505193,
26-08-2020,Chhattisgarh,519678,
27-08-2020,Chhattisgarh,533691,
28-08-2020,Chhattisgarh,548182,
29-08-2020,Chhattisgarh,560273,
30-08-2020,Chhattisgarh,571177,
31-08-2020,Chhattisgarh,582540,
01-09-2020,Chhattisgarh,596544,
02-09-2020,Chhattisgarh,609578,
03-09-2020,Chhattisgarh,615568,
04-09-2020,Chhattisgarh,634702,
05-09-2020,Chhattisgarh,653608,
06-09-2020,Chhattisgarh,669541,
07-09-2020,Chhattisgarh,681978,
08-09-2020,Chhattisgarh,700529,
09-09-2020,Chhattisgarh,719630,
10-09-2020,Chhattisgarh,737334,
11-09-2020,Chhattisgarh,756163,
12-09-2020,Chhattisgarh,772134,
13-09-2020,Chhattisgarh,784483,
14-09-2020,Chhattisgarh,806045,
15-09-2020,Chhattisgarh,827074,
16-09-2020,Chhattisgarh,846663,
17-09-2020,Chhattisgarh,872584,
18-09-2020,Chhattisgarh,904770,
19-09-2020,Chhattisgarh,918455,
20-09-2020,Chhattisgarh,929701,
21-09-2020,Chhattisgarh,942303,
22-09-2020,Chhattisgarh,958452,
23-09-2020,Chhattisgarh,982825,
24-09-2020,Chhattisgarh,998347,
25-09-2020,Chhattisgarh,1015613,
26-09-2020,Chhattisgarh,1034460,
27-09-2020,Chhattisgarh,1046534,
28-09-2020,Chhattisgarh,1081521,
29-09-2020,Chhattisgarh,1093348,
30-09-2020,Chhattisgarh,1106612,
01-10-2020,Chhattisgarh,1121641,
02-10-2020,Chhattisgarh,1137384,
03-10-2020,Chhattisgarh,1155975,
04-10-2020,Chhattisgarh,1168578,
05-10-2020,Chhattisgarh,1191097,
06-10-2020,Chhattisgarh,1212678,
07-10-2020,Chhattisgarh,1238699,
08-10-2020,Chhattisgarh,1266497,
09-10-2020,Chhattisgarh,1297381,
10-10-2020,Chhattisgarh,1328665,
11-10-2020,Chhattisgarh,1353822,
12-10-2020,Chhattisgarh,1387386,
13-10-2020,Chhattisgarh,1414068,
14-10-2020,Chhattisgarh,1441607,
15-10-2020,Chhattisgarh,1466334,
16-10-2020,Chhattisgarh,1489424,
17-10-2020,Chhattisgarh,1511088,
18-10-2020,Chhattisgarh,1526356,
19-10-2020,Chhattisgarh,1547704,
20-10-2020,Chhattisgarh,1569496,
21-10-2020,Chhattisgarh,1593040,
22-10-2020,Chhattisgarh,1617726,
23-10-2020,Chhattisgarh,1642977,
24-10-2020,Chhattisgarh,1664735,
25-10-2020,Chhattisgarh,1679649,
26-10-2020,Chhattisgarh,1698096,
27-10-2020,Chhattisgarh,1719929,
28-10-2020,Chhattisgarh,1742743,
29-10-2020,Chhattisgarh,1767270,
30-10-2020,Chhattisgarh,1786685,
31-10-2020,Chhattisgarh,1809446,
01-11-2020,Chhattisgarh,1827425,
02-11-2020,Chhattisgarh,1847925,
03-11-2020,Chhattisgarh,1868995,
04-11-2020,Chhattisgarh,1894622,
05-11-2020,Chhattisgarh,1920238,
06-11-2020,Chhattisgarh,1947137,
07-11-2020,Chhattisgarh,1973211,
08-11-2020,Chhattisgarh,1991002,
09-11-2020,Chhattisgarh,2017019,
10-11-2020,Chhattisgarh,2042649,
11-11-2020,Chhattisgarh,2068640,
12-11-2020,Chhattisgarh,2094950,
13-11-2020,Chhattisgarh,2117987,
14-11-2020,Chhattisgarh,2127134,
15-11-2020,Chhattisgarh,2135139,
16-11-2020,Chhattisgarh,2148223,
17-11-2020,Chhattisgarh,2171629,
18-11-2020,Chhattisgarh,2199344,
19-11-2020,Chhattisgarh,2230922,
20-11-2020,Chhattisgarh,2258546,
21-11-2020,Chhattisgarh,2290759,
22-11-2020,Chhattisgarh,2314369,
23-11-2020,Chhattisgarh,2347120,
24-11-2020,Chhattisgarh,2380169,
25-11-2020,Chhattisgarh,2414011,
26-11-2020,Chhattisgarh,2448167,
27-11-2020,Chhattisgarh,2481567,
28-11-2020,Chhattisgarh,2513159,
29-11-2020,Chhattisgarh,2537122,
30-11-2020,Chhattisgarh,2563606,
01-12-2020,Chhattisgarh,2597019,
02-12-2020,Chhattisgarh,2631183,
03-12-2020,Chhattisgarh,2667761,
04-12-2020,Chhattisgarh,2702320,
05-12-2020,Chhattisgarh,2735766,
06-12-2020,Chhattisgarh,2760290,
07-12-2020,Chhattisgarh,2793936,
08-12-2020,Chhattisgarh,2828098,
09-12-2020,Chhattisgarh,2862281,
10-12-2020,Chhattisgarh,2897495,
11-12-2020,Chhattisgarh,2932206,
12-12-2020,Chhattisgarh,2964566,
13-12-2020,Chhattisgarh,2988862,
14-12-2020,Chhattisgarh,3023151,
15-12-2020,Chhattisgarh,3057999,
16-12-2020,Chhattisgarh,3092705,
17-12-2020,Chhattisgarh,3125971,
18-12-2020,Chhattisgarh,3153217,
19-12-2020,Chhattisgarh,3182118,
20-12-2020,Chhattisgarh,3204491,
21-12-2020,Chhattisgarh,3236897,
22-12-2020,Chhattisgarh,3268679,
23-12-2020,Chhattisgarh,3300858,
24-12-2020,Chhattisgarh,3331915,
25-12-2020,Chhattisgarh,3355323,
26-12-2020,Chhattisgarh,3380053,
27-12-2020,Chhattisgarh,3397715,
28-12-2020,Chhattisgarh,3427215,
29-12-2020,Chhattisgarh,3457186,
30-12-2020,Chhattisgarh,3486017,
31-12-2020,Chhattisgarh,3514707,
01-01-2021,Chhattisgarh,3537635,
02-01-2021,Chhattisgarh,3563181,
03-01-2021,Chhattisgarh,3580200,
04-01-2021,Chhattisgarh,3608969,
05-01-2021,Chhattisgarh,3638225,
06-01-2021,Chhattisgarh,3666495,
07-01-2021,Chhattisgarh,3696394,
08-01-2021,Chhattisgarh,3725189,
09-01-2021,Chhattisgarh,3754106,
10-01-2021,Chhattisgarh,3772966,
11-01-2021,Chhattisgarh,3803079,
12-01-2021,Chhattisgarh,3829787,
13-01-2021,Chhattisgarh,3854525,
14-01-2021,Chhattisgarh,3877768,
15-01-2021,Chhattisgarh,3902112,
16-01-2021,Chhattisgarh,3922535,
17-01-2021,Chhattisgarh,3936682,
18-01-2021,Chhattisgarh,3961253,
19-01-2021,Chhattisgarh,3983112,
20-01-2021,Chhattisgarh,4006513,
21-01-2021,Chhattisgarh,4031552,
22-01-2021,Chhattisgarh,4056025,
23-01-2021,Chhattisgarh,4076430,
24-01-2021,Chhattisgarh,4089900,
25-01-2021,Chhattisgarh,4111523,
26-01-2021,Chhattisgarh,4120423,
27-01-2021,Chhattisgarh,4142971,
28-01-2021,Chhattisgarh,4163045,
29-01-2021,Chhattisgarh,4183581,
30-01-2021,Chhattisgarh,4207188,
31-01-2021,Chhattisgarh,4220304,
01-02-2021,Chhattisgarh,4241595,
02-02-2021,Chhattisgarh,4265378,
03-02-2021,Chhattisgarh,4289431,
04-02-2021,Chhattisgarh,4313849,
05-02-2021,Chhattisgarh,4336764,
06-02-2021,Chhattisgarh,4357998,
07-02-2021,Chhattisgarh,4367871,
08-02-2021,Chhattisgarh,4392639,
09-02-2021,Chhattisgarh,4415825,
10-02-2021,Chhattisgarh,4440663,
11-02-2021,Chhattisgarh,4464255,
12-02-2021,Chhattisgarh,4487821,
13-02-2021,Chhattisgarh,4509169,
14-02-2021,Chhattisgarh,4520503,
15-02-2021,Chhattisgarh,4541913,
16-02-2021,Chhattisgarh,4564098,
17-02-2021,Chhattisgarh,4584157,
18-02-2021,Chhattisgarh,4606097,
19-02-2021,Chhattisgarh,4628049,
20-02-2021,Chhattisgarh,4650091,
21-02-2021,Chhattisgarh,4661484,
22-02-2021,Chhattisgarh,4684828,
23-02-2021,Chhattisgarh,4708872,
24-02-2021,Chhattisgarh,4734574,
25-02-2021,Chhattisgarh,4754502,
26-02-2021,Chhattisgarh,4778537,
27-02-2021,Chhattisgarh,4802023,
28-02-2021,Chhattisgarh,4812273,
01-03-2021,Chhattisgarh,4839358,
02-03-2021,Chhattisgarh,4866032,
03-03-2021,Chhattisgarh,4893327,
04-03-2021,Chhattisgarh,4918996,
05-03-2021,Chhattisgarh,4947113,
06-03-2021,Chhattisgarh,4975419,
07-03-2021,Chhattisgarh,4990336,
08-03-2021,Chhattisgarh,5018746,
09-03-2021,Chhattisgarh,5046027,
10-03-2021,Chhattisgarh,5072555,
11-03-2021,Chhattisgarh,5092247,
12-03-2021,Chhattisgarh,5120883,
13-03-2021,Chhattisgarh,5152986,
14-03-2021,Chhattisgarh,5177770,
15-03-2021,Chhattisgarh,5217833,
16-03-2021,Chhattisgarh,5256686,
17-03-2021,Chhattisgarh,5294064,
18-03-2021,Chhattisgarh,5334347,
19-03-2021,Chhattisgarh,5371774,
20-03-2021,Chhattisgarh,5408167,
21-03-2021,Chhattisgarh,5429721,
22-03-2021,Chhattisgarh,5465654,
23-03-2021,Chhattisgarh,5505273,
24-03-2021,Chhattisgarh,5542288,
25-03-2021,Chhattisgarh,5580898,
26-03-2021,Chhattisgarh,5619273,
27-03-2021,Chhattisgarh,5658850,
28-03-2021,Chhattisgarh,5683536,
29-03-2021,Chhattisgarh,5691819,
30-03-2021,Chhattisgarh,5719388,
31-03-2021,Chhattisgarh,5757808,
01-04-2021,Chhattisgarh,5798665,
02-04-2021,Chhattisgarh,5832740,
03-04-2021,Chhattisgarh,5873615,
04-04-2021,Chhattisgarh,5900526,
05-04-2021,Chhattisgarh,5940579,
06-04-2021,Chhattisgarh,5988552,
07-04-2021,Chhattisgarh,6030841,
08-04-2021,Chhattisgarh,6079584,
09-04-2021,Chhattisgarh,6126295,
10-04-2021,Chhattisgarh,6176451,
11-04-2021,Chhattisgarh,6216629,
12-04-2021,Chhattisgarh,6262626,
13-04-2021,Chhattisgarh,6316419,
14-04-2021,Chhattisgarh,6362947,
15-04-2021,Chhattisgarh,6416401,
16-04-2021,Chhattisgarh,6465985,
17-04-2021,Chhattisgarh,6519901,
18-04-2021,Chhattisgarh,6562553,
19-04-2021,Chhattisgarh,6611226,
20-04-2021,Chhattisgarh,6661925,
21-04-2021,Chhattisgarh,6707690,
22-04-2021,Chhattisgarh,6762690,
23-04-2021,Chhattisgarh,6819875,
24-04-2021,Chhattisgarh,6877100,
25-04-2021,Chhattisgarh,6918250,
26-04-2021,Chhattisgarh,6972500,
27-04-2021,Chhattisgarh,7026656,
28-04-2021,Chhattisgarh,7086058,
29-04-2021,Chhattisgarh,7147064,
30-04-2021,Chhattisgarh,7206500,
01-05-2021,Chhattisgarh,7267363,
02-05-2021,Chhattisgarh,7309395,
03-05-2021,Chhattisgarh,7367888,
04-05-2021,Chhattisgarh,7424922,
05-05-2021,Chhattisgarh,7484779,
06-05-2021,Chhattisgarh,7546123,
07-05-2021,Chhattisgarh,7608062,
08-05-2021,Chhattisgarh,7669976,
09-05-2021,Chhattisgarh,7718708,
10-05-2021,Chhattisgarh,7783517,
11-05-2021,Chhattisgarh,7847328,
12-05-2021,Chhattisgarh,7918466,
13-05-2021,Chhattisgarh,7986204,
14-05-2021,Chhattisgarh,8049298,
15-05-2021,Chhattisgarh,8119537,
16-05-2021,Chhattisgarh,8171565,
17-05-2021,Chhattisgarh,8236565,
18-05-2021,Chhattisgarh,8306438,
19-05-2021,Chhattisgarh,8375840,
20-05-2021,Chhattisgarh,8442382,
21-05-2021,Chhattisgarh,8508024,
22-05-2021,Chhattisgarh,8575166,
23-05-2021,Chhattisgarh,8625888,
24-05-2021,Chhattisgarh,8700472,
25-05-2021,Chhattisgarh,8772503,
26-05-2021,Chhattisgarh,8832674,
27-05-2021,Chhattisgarh,8897798,
28-05-2021,Chhattisgarh,8961200,
29-05-2021,Chhattisgarh,9023558,
30-05-2021,Chhattisgarh,9066798,
31-05-2021,Chhattisgarh,9125243,
01-06-2021,Chhattisgarh,9185232,
02-06-2021,Chhattisgarh,9240407,
03-06-2021,Chhattisgarh,9294551,
04-06-2021,Chhattisgarh,9343365,
05-06-2021,Chhattisgarh,9396168,
06-06-2021,Chhattisgarh,9433726,
07-06-2021,Chhattisgarh,9483235,
08-06-2021,Chhattisgarh,9531682,
09-06-2021,Chhattisgarh,9578006,
10-06-2021,Chhattisgarh,9622975,
11-06-2021,Chhattisgarh,9658180,
12-06-2021,Chhattisgarh,9700171,
13-06-2021,Chhattisgarh,9732599,
14-06-2021,Chhattisgarh,9775790,
15-06-2021,Chhattisgarh,9820443,
16-06-2021,Chhattisgarh,9861516,
17-06-2021,Chhattisgarh,9907290,
18-06-2021,Chhattisgarh,9952134,
19-06-2021,Chhattisgarh,9994888,
20-06-2021,Chhattisgarh,10022881,
21-06-2021,Chhattisgarh,10062387,
22-06-2021,Chhattisgarh,10101104,
23-06-2021,Chhattisgarh,10137066,
24-06-2021,Chhattisgarh,10161340,
25-06-2021,Chhattisgarh,10187459,
26-06-2021,Chhattisgarh,10221590,
27-06-2021,Chhattisgarh,10246860,
28-06-2021,Chhattisgarh,10279914,
29-06-2021,Chhattisgarh,10313461,
30-06-2021,Chhattisgarh,10350237,
01-07-2021,Chhattisgarh,10383899,
02-07-2021,Chhattisgarh,10408705,
03-07-2021,Chhattisgarh,10434778,
04-07-2021,Chhattisgarh,10458257,
05-07-2021,Chhattisgarh,10489814,
06-07-2021,Chhattisgarh,10527438,
09-04-2020,Dadra and Nagar Haveli and Daman and Diu,80,0
10-04-2020,Dadra and Nagar Haveli and Daman and Diu,130,0
11-04-2020,Dadra and Nagar Haveli and Daman and Diu,211,0
15-04-2020,Dadra and Nagar Haveli and Daman and Diu,356,0
16-04-2020,Dadra and Nagar Haveli and Daman and Diu,382,0
21-04-2020,Dadra and Nagar Haveli and Daman and Diu,474,0
22-04-2020,Dadra and Nagar Haveli and Daman and Diu,674,0
23-04-2020,Dadra and Nagar Haveli and Daman and Diu,913,0
25-04-2020,Dadra and Nagar Haveli and Daman and Diu,1386,0
26-04-2020,Dadra and Nagar Haveli and Daman and Diu,1901,0
27-04-2020,Dadra and Nagar Haveli and Daman and Diu,2379,0
29-04-2020,Dadra and Nagar Haveli and Daman and Diu,2921,0
30-04-2020,Dadra and Nagar Haveli and Daman and Diu,3464,0
01-05-2020,Dadra and Nagar Haveli and Daman and Diu,4003,0
03-05-2020,Dadra and Nagar Haveli and Daman and Diu,4328,0
04-05-2020,Dadra and Nagar Haveli and Daman and Diu,4434,0
05-05-2020,Dadra and Nagar Haveli and Daman and Diu,4781,1
06-05-2020,Dadra and Nagar Haveli and Daman and Diu,4967,1
07-05-2020,Dadra and Nagar Haveli and Daman and Diu,5272,1
08-05-2020,Dadra and Nagar Haveli and Daman and Diu,5430,1
10-05-2020,Dadra and Nagar Haveli and Daman and Diu,5581,1
11-05-2020,Dadra and Nagar Haveli and Daman and Diu,5763,1
12-05-2020,Dadra and Nagar Haveli and Daman and Diu,5977,1
13-05-2020,Dadra and Nagar Haveli and Daman and Diu,6294,1
14-05-2020,Dadra and Nagar Haveli and Daman and Diu,6554,1
15-05-2020,Dadra and Nagar Haveli and Daman and Diu,6916,1
17-05-2020,Dadra and Nagar Haveli and Daman and Diu,7157,1
18-05-2020,Dadra and Nagar Haveli and Daman and Diu,7571,1
19-05-2020,Dadra and Nagar Haveli and Daman and Diu,7829,1
20-05-2020,Dadra and Nagar Haveli and Daman and Diu,8137,1
